ID,Title,Short Description,Contributors,Mentors,Organization,GSoC Archive Link,Reflection Link,Challenges,Learn,Details,Pull Links,Issue Links,Tech Stack,Topics
21, Pharo-to-C VM Transpiler ,"The Pharo VM project is a continuation of the opensmalltalk-vm (or Cog VM) project which is the virtual machine underneath Pharo, this project will...", Ivan Jawerbaum ," Mentor  PalumboN, Guille Polito, Pablo Tesone ", Organization  Pharo Consortium ,/archive/2023/projects/5IG4ZU48,https://ivojawer.hashnode.dev/series/gsoc,No,No,"The Pharo VM project is a continuation of the opensmalltalk-vm (or Cog VM) project which is the virtual machine underneath Pharo, this project will be centered around the Pharo-to-C transpiler, also called Slang. 
In this project my primary target is to improve the development experience for the Pharo VM and to accomplish this I will be implementing: Type feedback improvements, type guided translations, incremental building of the AST and integration of the C model to the IDE.",[],[],"c, pharo","virtual machines, IDEs, Transpilers"
22, pgmoneta: Native Backup ,Pgmoneta is a backup/restore solution for PostgreSQL. It can be used to backup one or multiple databases. Currently pgmoneta achieves that by calling..., Haoran Zhang ," Mentor  Jesper Pedersen, Mariam Fahmy Sobhy ", Organization  PostgreSQL ,/archive/2023/projects/PzRME3N9,https://github.com/pgmoneta/pgmoneta/discussions/120,Yes,Yes,"Pgmoneta is a backup/restore solution for PostgreSQL. It can be used to backup one or multiple databases. Currently pgmoneta achieves that by calling the command pg_basebackup. This project aims to replace the usage of this command with a native backup solution. To achieve this, the project will implement the Streaming Replication Protocal to receive the base backup, as well as the WAL logs generated during this period.","['https://github.com/pgmoneta/pgmoneta/pull/125', 'https://github.com/pgmoneta/pgmoneta/pull/134', 'https://github.com/pgmoneta/pgmoneta/pull/127', 'https://github.com/pgmoneta/pgmoneta/pull/128', 'https://github.com/pgmoneta/pgmoneta/pull/130', 'https://github.com/pgmoneta/pgmoneta/pull/130', 'https://github.com/pgmoneta/pgmoneta/pull/134', 'https://github.com/pgmoneta/pgmoneta/pull/137', 'https://github.com/pgmoneta/pgmoneta/pull/140', 'https://github.com/pgmoneta/pgmoneta/pull/140', 'https://github.com/pgmoneta/pgmoneta/pull/137', 'https://github.com/pgmoneta/pgmoneta/pull/137', 'https://github.com/pgmoneta/pgmoneta/pull/134', 'https://github.com/pgmoneta/pgmoneta/pull/130', 'https://github.com/pgmoneta/pgmoneta/pull/134', 'https://github.com/pgmoneta/pgmoneta/pull/132', 'https://github.com/pgmoneta/pgmoneta/pull/130', 'https://github.com/pgmoneta/pgmoneta/pull/130', 'https://github.com/pgmoneta/pgmoneta/pull/130', 'https://github.com/pgmoneta/pgmoneta/pull/128', 'https://github.com/pgmoneta/pgmoneta/pull/127', 'https://github.com/pgmoneta/pgmoneta/pull/125', 'https://github.com/pgmoneta/pgmoneta/pull/122', 'https://github.com/pgmoneta/pgmoneta/pull/130', 'https://github.com/pgmoneta/pgmoneta/pull/130', 'https://github.com/pgmoneta/pgmoneta/pull/130', 'https://github.com/pgmoneta/pgmoneta/pull/134', 'https://github.com/pgmoneta/pgmoneta/pull/137']","['https://github.com/pgmoneta/pgmoneta/issues/139', 'https://github.com/pgmoneta/pgmoneta/issues/123', 'https://github.com/pgmoneta/pgmoneta/issues/131', 'https://github.com/pgmoneta/pgmoneta/issues/123', 'https://github.com/pgmoneta/pgmoneta/issues/123', 'https://github.com/pgmoneta/pgmoneta/issues/123', 'https://github.com/pgmoneta/pgmoneta/issues/129', 'https://github.com/pgmoneta/pgmoneta/issues/129', 'https://github.com/pgmoneta/pgmoneta/issues/129', 'https://github.com/pgmoneta/pgmoneta/issues/135', 'https://github.com/pgmoneta/pgmoneta/issues/135']","c, postgresql",Database systems
23, Interactive graphics with ‘You Draw It’ ,"I plan to create an R package that extends and adds additional functionality to the ""You Draw It"" tool. To achieve my goal I will use an iterative...", Dillon Murphy ," Mentor  Heike Hofmann, Susan Vanderplas, Emily Robinson ", Organization  R project for statistical computing ,/archive/2023/projects/x23wiE1I,https://gist.github.com/DillonMurphy04/5518dfdafe74561352fa53ad90594410,Yes,Yes,"I plan to create an R package that extends and adds additional functionality to the ""You Draw It"" tool. To achieve my goal I will use an iterative workflow, and prioritize tasks based on size and importance. First, in June, I will package the ""You Draw It"" tool for flexible usage with any real or simulated one-to-one data set.  I will slowly implement features, create tests, and write documentation for each feature. In July, my next task will be to add a feature to the ""youdrawit"" tool that will automatically set up scales based on the range of the provided data. This function will analyze the data and determine minimum and maximum values for each axis to set up the axes' scales. In August, to improve the user experience of the ""You Draw It"" tool, I will add tool tips to the shiny applet that will explain tasks and help educate users on using the tool. If I can complete these tasks during the 3-month timeline and have enough time, I will move on to the two additional optional tasks. Then, I will finalize all vignettes, documentation, and tests.",[],[],"javascript, r","Interactive Graphics, Data Visualizations, Regression Analysis"
24, GitHub Actions for KubeArmor ,"Our goal is to create a Github Action from KubeArmor, which will be used by other Github projects. This Github Action, using KubeArmor, will be used...", Haiyu Zuo ," Mentor  daemon1024, Ankur Kothiwal, Anurag ", Organization  CNCF ,/archive/2023/projects/0EWL96Fd,https://github.com/zhy76/GSoC-2023-CNCF-Report,No,Yes,"Our goal is to create a Github Action from KubeArmor, which will be used by other Github projects. This Github Action, using KubeArmor, will be used to identify changes in the application posture.
For example, if a project creates v0.1, and then a release v0.2 is made, the Github Action should provide us with a view of all the changes that occurred in the application from v0.1 to v0.2, such as what new processes are being spawned and what new file accesses are being made.","['https://github.com/kubearmor/kubearmor-action/pull/8', 'https://github.com/kubearmor/kubearmor-action/pull/11', 'https://github.com/kubearmor/kubearmor-action/pull/13', 'https://github.com/kubearmor/kubearmor-action/pull/14', 'https://github.com/kubearmor/kubearmor-action/pull/18', 'https://github.com/kubearmor/kubearmor-action/pull/19', 'https://github.com/kubearmor/kubearmor-client/pull/346']",['https://github.com/kubearmor/KubeArmor/issues/1128'],"shell, golang, docker, kubernetes, GitHub Action","cloud, eBPF, KubeArmor"
25, Benchmark tooling for common models and operations ,"FluxML is a deep learning stack built in 100% Julia code, which aims to provide high-speed and light-weight abstraction of GPU, auto-differentiation...", skyleaworlder ," Mentor  Brian Chen, Kyle Daruwalla ", Organization  NumFOCUS ,/archive/2023/projects/whO3fAS8,https://docs.google.com/document/d/1mVEFSlEbtmZec8C3SRJ0CX1Sp3gIYQPjRY2iaktr9H4/edit?usp=sharing,Yes,Yes,"FluxML is a deep learning stack built in 100% Julia code, which aims to provide high-speed and light-weight abstraction of GPU, auto-differentiation and deep learning model composites. This project will introduce a specific benchmarking system to adapt to the current requirements of the FluxML community. The system includes GitHub Actions workflows that are triggered by specific events, a FluxML-specific benchmarking tool and a repository for benchmarking code.",[],[],"julia, GitHub Actions","machine learning, devops"
26, Add Vectorization to par_unseq Implementations of Parallel Algorithms ,HPX parallel algorithms currently don't support the par_unseq execution policy. This project is centered around the idea to implement this execution..., HHN ," Mentor  Srinivas Yadav, Hartmut Kaiser, Shreyas ", Organization  Ste||ar group ,/archive/2023/projects/oMdz5jfO,https://johan511.github.io/GSOC-2023/,No,No,HPX parallel algorithms currently don't support the par_unseq execution policy. This project is centered around the idea to implement this execution policy for at least some of the existing algorithms (such as for_each and similar).,[],[],"python, c++","parallel algorithms, vectorization"
27, Implement backlog search in Polari IRC client ,This project aims to implement backlog search capabilities for the Polari IRC client. The Polari IRC client’s logging infrastructure has ported from..., Gurmannat Sohal ," Mentor  Carlos Garnacho, Florian Müllner ", Organization  GNOME Foundation ,/archive/2023/projects/qkIYWKmU,https://gitlab.gnome.org/GNOME/polari/-/merge_requests/273,No,No,"This project aims to implement backlog search capabilities for the Polari IRC client. 
The Polari IRC client’s logging infrastructure has ported from Telepathy Logger to Tracker, providing users with more powerful and flexible search capabilities. Using Tracker to store and access chat logs will also make it easier for developers to maintain and extend the Polari IRC client in the future. 
Searching in old conversations is a valued tool in free software IM channels; this is expected to enhance productivity when using IRC.",[],[],"javascript, gtk, sparql",web
28, BookBrainz: Import Other Open Databases ,BookBrainz still has a relatively small community and contains less entities than other comparable databases. Therefore we want to provide a way to..., kellnerd , Mentor  Monkey , Organization  MetaBrainz Foundation Inc ,/archive/2023/projects/5YSjIDh0,https://blog.metabrainz.org/2023/11/06/gsoc-2023-reviving-the-bookbrainz-importer-project/,No,No,"BookBrainz still has a relatively small community and contains less entities than other comparable databases. Therefore we want to provide a way to import available collections of library records into the database while still ensuring that they meet BookBrainz' high data quality standards.

From a previous GSoC project, the database schema already contains additional tables set up for that purpose, where the imports will await a user's approval before becoming a fully accepted entity in the database.

The project will require processing very large data dumps (e.g. MARC records or JSON files) in a robust way and transforming entities from one database schema to the BookBrainz schema.
Additionally the whole process should be repeatable without creating duplicate entries.",[],[],"postgresql, node.js, typescript, MARC 21","web, open data, Database Import"
29, mitmproxy - transparent mode on Linux and OSx in Rust ,The problem to solve is the implementation of a truly transparent mode on mitmproxy both in OSx and Linux (Issue #1261 unsolved since 2016). I plan..., Emanuele Micheletti ," Mentor  Maximilian Hils, Thomas Kriechbaumer ", Organization  The Honeynet Project ,/archive/2023/projects/yI8cXbyg,https://www-test.mitmproxy.org/posts/proxy-macos-applications/,No,No,"The problem to solve is the implementation of a truly transparent mode on mitmproxy both in OSx and Linux (Issue #1261 unsolved since 2016).

I plan to adapt existing Rust API `start_os_proxy()` and `stop_os_proxy()`, that currently works only on Windows (trough packet_sources/windows.rs), to MacOS and Linux creating new crates `osx.rs` and `linux.rs` that will use properly osx-specific APIs.

In addition, I will also adapt the existing `--mode osproxy[:pid or executable name] `command-line option to allow users to specify a PID or executable name for the process to be intercepted by mitmproxy.

There are two possible approaches that can be taken:

1. The first is to use packet filter (pf) for macOS, initially trying to swallow all traffic coming from the same machine that is launching packet filter itself. The second step in this approach will be to use some gimmick to figure out which packets are actually coming from mitmproxy and filter them out to avoid loops, a possible solution for this could be to use nettop, launching it as a command directly from rust, the solution is not definitive and possible alternatives should be explored to understand the privilege issue as well.
2. A second approach is to use NEAppProxyProvider: an Apple proprietary framework that extends the functionality of the iOS and MacOS network stack. With NEAPP we can implement custom rules for filtering, routing, and modifying network traffic based on a variety of criteria, such as the app, the network protocol, the destination address, or the user identity. As it is a proprietary framework, we need to develop in Swift or objective-C and then transmit the information to the main mitmproxy stack.

How other proxies or VPN actually work:
- WireGuard: wireguard has a apple version written in Swift, the adopted approach is the second one, it uses Apple Network Interfaces [ source ]
- Squid: the same problem is  currently unsolved
- TinyProxy: it uses  POSIX and no https transparent proxy",[],[],"python, rust","linux, network, system programming, Proxy, mitmproxy"
30, Improving LORIS data platform ,"Deliverables - Improving existing LORIS Codebase and API features, Write test cases for code changes - handling and serving the data efficiently,...", Sanjay Thiyagarajan ," Mentor  Christine Rogers, racostas, Laetitia Fesselier ", Organization  INCF ,/archive/2023/projects/WZ4csMDW,https://sanjay-thiyagarajan.github.io/GSoC/,No,No,"Deliverables - 

Improving existing LORIS Codebase and API features, 
Write test cases for code changes  - handling and serving the data efficiently, 
Develop additional features based on the need, 
Documentation for the new changes","['https://github.com/aces/Loris/pulls?q=is%3Amerged+is%3Apr+author%3Asanjay-thiyagarajan', 'https://github.com/aces/Loris/pulls/sanjay-thiyagarajan']",[],"mysql, javascript, php, rest","api, web development, data management"
31, Kotlin Multiplatform Library Version of Flogger ,"The project aims to create a Kotlin Multiplatform Library version of Flogger, which is a popular logging library for Java. The new library will work...", Giancarlo Buenaflor ," Mentor  Mark Mann, Lei Lei, Dustin Lam, Dmitrii Petukhov ", Organization  Kotlin Foundation ,/archive/2023/projects/O3J16iTy,https://github.com/buenaflor/KFlogger,No,No,"The project aims to create a Kotlin Multiplatform Library version of Flogger, which is a popular logging library for Java. The new library will work on multiple platforms including JVM/Android, Kotlin/Native (iOS), and Kotlin/JS. The goal is to provide a commonly-needed logging tool that works across various platforms, making it easier for developers to write better and more readable logging code. The project will involve designing and delivering a Kotlin Multiplatform library, with a greater priority on JVM/Android and Kotlin/Native (iOS) than other targets. Additionally, the project includes implementing integration with Logcat on Android, providing readable documentation with examples on how to use the library, and publishing the library on Maven Central.","['https://github.com/buenaflor/KFlogger/pull/1', 'https://github.com/buenaflor/KFlogger/pull/14', 'https://github.com/buenaflor/KFlogger/pull/7', 'https://github.com/buenaflor/KFlogger/pull/1', 'https://github.com/buenaflor/KFlogger/pull/1', 'https://github.com/buenaflor/KFlogger/pull/1', 'https://github.com/buenaflor/KFlogger/pull/1', 'https://github.com/buenaflor/KFlogger/pull/1', 'https://github.com/buenaflor/KFlogger/pull/1', 'https://github.com/buenaflor/KFlogger/pull/13#discussion_r1283879010', 'https://github.com/buenaflor/KFlogger/pull/12#discussion_r1283877056']",[],"kotlin, Kotlin Multiplatform",Kotlin Multiplatform Library
32, User Management in Plone ,"The Plones’ Volto user management system is missing several key features, such as the ability to edit existing users and groups in the frontend. This...", Rahil Hastu ," Mentor  Rob Gietema, Jakob Kahl ", Organization  Plone Foundation ,/archive/2023/projects/gqN2Dzf7,https://gist.github.com/rahilhastu/7e1b6d851f5960d8c54a222fada9cd0e,Yes,Yes,"The Plones’ Volto user management system is missing several key features, such as the ability to edit existing users and groups in the frontend. This project aims to address these shortcomings by implementing robust and responsive UI techniques to improve the user experience and functionality.
 
To achieve this, the existing user and group management screens will be redesigned using React, and new workflows connecting the frontend and backend will be developed using Python. Edit functionalities will be added across all three screens (User, Group and User Group Membership), ensuring a smooth user experience and minimizing errors.
 
In addition to addressing the missing features, this project also aims to improve the overall appearance and responsiveness of the system. By thoroughly testing all pages and resolving any issues that arise, we can ensure that the final product is both visually appealing and highly functional.
 
Overall, this project represents a significant step forward in Plone's user management capabilities, providing users with a more powerful and streamlined system for managing users and groups.","['https://github.com/plone/volto/pull/4974/files#diff-79d16d5abc02e90ab10a61842b3a1fc5c7a6a5c144ca649a8d2eb351f446f945', 'https://github.com/plone/volto/pull/4974/files#diff-d5f626b2e6614ed814b4069a80401fb108636b8394bb33b56f85778f77aa705e', 'https://github.com/plone/volto/pull/4974/files#diff-0ae8002d6772acd120e5c1a491e8a3a7ecc7d7074a9ebdf7eb695f852cad71ee', 'https://github.com/plone/volto/pull/4974/files#diff-eb297da8813ae369b5fdea55a8b4804138ec6d727a30cd908c317ec41116c384', 'https://github.com/plone/volto/pull/4974/files#diff-baa8c20f11c6eef9f4146805773a6fd0bd05f3c772d2ab573b65f16e45f32f6e', 'https://github.com/plone/volto/pull/4974/files#diff-9dc506ecd2d26351965d794aba64636b9d175168c15bff3081081bb74ab82213', 'https://github.com/plone/volto/pull/4974/files#diff-4b984138f2c365a347667d0103ef7081a4dcdc1664272029e3b7a59709eaf00d']",[],"python, react, css","web, cms, User Management"
33, Joint Power and Rate Control in User space for Freifunk OpenWrt Mesh & Access Networks ,The IEEE 802.11 specification for Wireless Local Area Networking (WLAN) has been widely deployed worldwide due to its low cost and convenience in..., Prashiddha ," Mentor  Bluse-Blue, tabas ", Organization  freifunk ,/archive/2023/projects/InnsjFBU,https://blog.freifunk.net/2023/09/25/gsoc-23-final-report-on-joint-power-and-rate-control-in-userspace/,No,No,"The IEEE 802.11 specification for Wireless Local Area Networking (WLAN) has been
widely deployed worldwide due to its low cost and convenience in providing internet access. As such, the performance of WiFi networks is far from optimal, especially when multiple participants share the same channel in an uncoordinated manner. Hence, resource allocation in wireless transmission plays a vital role in optimizing the throughput of a link.

The aim of this project is to implement a joint power and rate controller in user space using the Rateman Python package. As a rate control algorithm in user space has already been developed at SupraCoNeX, namely ""py_minstrel_ht"", this variant of Minstrel-HT can be extended with power tuning capability to better manage interference and increase spatial reuse. In general, the proposed joint controller will consist of a power tuning module that tweaks the power level of the set of best rates, selected by the Minstrel-HT, to an optimal value. Furthermore, the joint controller could also be extended to support modes such as fixed power and low power.",[],[],"c, python, linux","wireless communication, Rate and Power Control, Resource Allocation"
34, Glee Authentication ,This project aims to enable many authentication frameworks and add support for an authentication layer to Glee. This will give developers the ability..., Alexander Godwin ," Mentor  Souvik De, Nomani ", Organization  Postman ,/archive/2023/projects/0yGBQQwG,https://medium.com/@alecgee73/my-gsoc-experience-asyncapi-glee-authentication-f8c6df483f17,No,No,"This project aims to enable many authentication frameworks and add support for an authentication layer to Glee. 
This will give developers the ability to use Glee to create secure online applications with a variety of authentication choices. To accommodate future additions of new authentication frameworks, the authentication layer will be created to be modular and adaptable.

After this project, when using Glee to build a server, the developer should be able to specify the authentication strategy they wish to support.


Token-based authentication: This could be done using the jsonwebtoken npm package, provision will be made for both refresh and access tokens. Access tokens will be short-lived tokens, while refresh tokens will have longer life spans and allow for renewal of the access tokens.

Basic authentication: This authentication strategy would be implemented from scratch.

Certificate-based authentication: certificate-based authentication will be implemented from scratch. 

OAuth 2.0 authentication: OAuth 2.0 authentication will be achieved using the node-oauth2-server npm package.

Session-based authentication: The viable option here will be to build the session-based authentication from scratch, as many of the options available such as passport-session, express-session, and fastify/session are all framework dependent.",[],[],"typescript, AsyncAPI","web, distributed systems"
35, Kolibri Studio - AI-Powered Transcription Generation ,This project aims to enhance the accessibility of Kolibri Studio's resources for learners by implementing a feature that automatically generates and..., Akash Verma , Mentor  Blaine , Organization  Learning Equality ,/archive/2023/projects/tx5vUflI,https://medium.com/@akash5100/ai-driven-caption-generation-in-kolibri-studio-8270c0c2554a,No,No,"This project aims to enhance the accessibility of Kolibri Studio's resources for learners by implementing a feature that automatically generates and edits captions for uploaded audio and video resources. The project will focus on two main tasks: (1) implementing a self-hosted solution for auto-generating captions in the same language as the video with translation into different languages and (2) adding frontend support for previewing and editing uploaded or auto-generated captions. The project will explore various libraries and tools for language support and build a front-end editor that allows for real-time caption editing and synchronization with the video or audio resource. Multilanguage options will also be supported, with automatic translation considered for future development.",[],[],"python, javascript, django, vue.js","speech-to-text, Auto-generate captions"
36, Add Support for renode.io Simulator ,Renode.io is an open-source software simulator designed specifically for System on Chips (SoC) and Internet of Things (IoT) devices. It allows..., Muhammad Sulthan Mazaya ," Mentor  Gedare Bloom, Alan Cudmore, Hesham Almatary ", Organization  RTEMS Project ,/archive/2023/projects/bQeiZzHB,https://www.mazaya.id/blogs/gsoc-final-blog,No,No,"Renode.io is an open-source software simulator designed specifically for System on Chips (SoC) and Internet of Things (IoT) devices. It allows developers to simulate the behavior of their hardware and software designs before deploying them onto real devices, saving time and resources.

Currently, there has been no documentation or testing mechanism on how to use the renode.io simulator for RTEMS. Thus, this project is created to take a look at which BSPs RTEMS have that are compatible to be used in the renode.io simulator, submit a patch to the RTEMS User’s Guide on how to use it on how to run the them on renode.io simulator, and possibly integrate the renode.io simulator into RTEMS testing ecosystem as an opt-in simulator solution.",[],[],"c, python, Renode.io","testing, simulation, Embedded System, RTEMS, Build script"
37, Generate Synthetic MRI Data ,The aim of this project is to contribute to the open source community in synthetic image generation for MRI images. The advantages of Diffusion..., Vara Lakshmi ," Mentor  Jong Sung Park, SERGE KOUDORO, Rafael Neto Henriques, Sreekar Chigurupati ", Organization  Python Software Foundation ,/archive/2023/projects/m364oUDc,https://gist.github.com/lb-97/57347e7d06d87a0aa3b77887631f33bc,No,Yes,"The aim of this project is to contribute to the open source community in synthetic image generation for MRI images. The advantages of Diffusion Models have been witnessed only recently in the field of Medical Imaging leaving scope for more exploration. For GSOC 2023, we intend to design models that can produce images conditioned on damage size, location, type etc. A probable use case for this project would be to perform inpainting to introduce a desired tumor or lesion. This would help in training large-scale data hungry models such as ViT to perform downstream tasks. And also help avoid training on multiple datasets sourced from different machines with varying parameters nor rely on Imagenet pre-trained models that suffer from change in domain distributional shift.",[],[],"python, DIPY","computer vision, deep learning, generative AI, Diffusion Models, MRI Data"
38, Enhance chrome://policy page ,"The ""chrome://policy"" page is a URL in the Google Chrome browser that displays a list of policies applied to the browser. These policies determine...", Aryan Kaushik ," Mentor  Pallavi, Salma Elmahallawy, Julia Lomakina ", Organization  Chromium ,/archive/2023/projects/wR9RJpgX,https://docs.google.com/document/d/1GJDLJnNPA9OOTEvxFTthhRNbtZcDpiSHMOR9IjhPoo4/edit?usp=sharing,No,Yes,"The ""chrome://policy"" page is a URL in the Google Chrome browser that displays a list of policies applied to the browser. These policies determine the settings and behaviour of the browser.

The aim of the project is to enhance the functionality and user experience of the ""chrome://policy"" page, to create a user-friendly and visually appealing interface that provides administrators with the information they need to effectively manage the policies. The new design will prioritize readability, information transparency, ease of use, and a responsive design across desktop and mobile platforms.

There is also additional scope to introduce additional fields to the page to improve its usability.",[],[],"javascript, c++, html, css, typescript","web, browser"
39, Improve CI/CD for MetaCall Core Windows ,"The Windows CI/CD project aims to automate the build, testing, and deployment of software on the Windows operating system. The main challenge is to...", pkspyder ," Mentor  Gil Arasa Verge, Param Siddharth ", Organization  MetaCall ,/archive/2023/projects/GOa6ri4N,https://github.com/metacall/gsoc-2023/blob/main/submissions/windows-ci-pkspyder007.md,No,No,"The Windows CI/CD project aims to automate the build, testing, and deployment of software on the Windows operating system. 
The main challenge is to ensure compatibility with multiple compilers and automate the installation of dependencies. The project's focus is on improving the MSVC support and implementing efficient testing mechanisms.

I'll be working towards creating a platform-agnostic and easily deployable CI/CD system that provides end-to-end support. The MetaCall Team is available to provide assistance and address any issues that arise during the project.","['https://github.com/metacall/core/pull/394', 'https://github.com/metacall/core/pull/415', 'https://github.com/metacall/core/pull/363', 'https://github.com/metacall/core/pull/364', 'https://github.com/metacall/core/pull/365', 'https://github.com/metacall/core/pull/367', 'https://github.com/metacall/core/pull/394', 'https://github.com/metacall/core/pull/396', 'https://github.com/metacall/core/pull/402', 'https://github.com/metacall/core/pull/415', 'https://github.com/metacall/core/pull/431', 'https://github.com/metacall/core/pull/432', 'https://github.com/metacall/core/pull/452', 'https://github.com/metacall/core/pull/458']",[],"c/c++, cmake, bash, devops, powershell, Batch","testing, devops, scripting, CI/CD"
40, Introduce New CRD ShardingSphereChaos ,Problem: Introduce New CRD ShardingSphereChaos to ShardingSphere. Plan: 1. Design chaos based on ShardingSphere in a production environment..., aroura ," Mentor  tuichenchuxin, Maxwell Miao ", Organization  Apache Software Foundation ,/archive/2023/projects/dRt47Swt,https://github.com/moomman/GSOC-Reporter2023-ShardingSphere-on-cloud,No,Yes,"Problem:
Introduce New CRD ShardingSphereChaos to ShardingSphere.
Plan:
1. Design chaos based on ShardingSphere in a production environment
2.Implement it to out environment by operator.define the status and spec of the corresponding crd based on the actual chaos implemented (considering its duration, running state). The chaos can be managed by writing corresponding logic code in reconcile.
3.make it automatic and do a lot chaos experiments to improve system availability.
Result: 
1.chaos CRD and controller. 
2.chaosEngineer theory about ShardingSphere
3.automatic chaos engineer","['https://github.com/apache/shardingsphere-on-cloud/pull/286', 'https://github.com/apache/shardingsphere-on-cloud/pull/303', 'https://github.com/apache/shardingsphere-on-cloud/pull/311', 'https://github.com/apache/shardingsphere-on-cloud/pull/312', 'https://github.com/apache/shardingsphere-on-cloud/pull/316', 'https://github.com/apache/shardingsphere-on-cloud/pull/323', 'https://github.com/apache/shardingsphere-on-cloud/pull/337', 'https://github.com/apache/shardingsphere-on-cloud/pull/343', 'https://github.com/apache/shardingsphere-on-cloud/pull/358', 'https://github.com/apache/shardingsphere-on-cloud/pull/399', 'https://github.com/apache/shardingsphere-on-cloud/pull/252', 'https://github.com/apache/shardingsphere-on-cloud/pull/257', 'https://github.com/apache/shardingsphere-on-cloud/pull/275', 'https://github.com/apache/shardingsphere-on-cloud/pull/305', 'https://github.com/apache/shardingsphere-on-cloud/pull/403', 'https://github.com/apache/shardingsphere-on-cloud/pull/364', 'https://github.com/apache/shardingsphere-on-cloud/pulls?q=is%3Apr+author%3Amoomman+is%3Aclosed']",['https://github.com/apache/shardingsphere-on-cloud/issues/created_by/moomman'],"go, kubernetes, chaos","cloud, chaosEngineer"
41, Borg Collective: Add beginner-friendly features and enhance the capabilities of Vorta & Borgmatic. ,"Borg Collective is a well-known organization that offers a range of Python-based backup tools, including Borg, Borgmatic, and Vorta. Borg is a file...", Divi ," Mentor  Manuel Riel, Julian Hofer, Dan Helfman ", Organization  Python Software Foundation ,/archive/2023/projects/0i8Q6ZrE,https://github.com/diivi/GSoC23-PythonSoftwareFoundation,Yes,Yes,"Borg Collective is a well-known organization that offers a range of Python-based backup tools, including Borg, Borgmatic, and Vorta. Borg is a file backup tool that performs tasks like compression, encryption, authentication, and data deduplication. Vorta is a desktop GUI for Borg, and Borgmatic is a CLI wrapper around it.
With this project, I aim to improve Vorta by adding some essential features that users have frequently requested, enhancing its user experience, making it easier for beginners to use, and designing and developing new interfaces.
As for Borgmatic, I aim to expand its already powerful capabilities, particularly in the areas of database backups and restores. I also want to help decrease the number of unresolved issues in the Borgmatic repository and work closely with project maintainers and users to incorporate more features into the project.","['https://github.com/borgmatic-collective/borgmatic/pull/73', 'https://github.com/borgmatic-collective/borgmatic/pull/71', 'https://github.com/borgbase/vorta/pull/1742#issuecomment-1680522052', 'https://github.com/borgmatic-collective/borgmatic/pull/60', 'https://github.com/borgmatic-collective/borgmatic/pull/50', 'https://github.com/borgmatic-collective/borgmatic/pull/52', 'https://github.com/borgmatic-collective/borgmatic/pull/53', 'https://github.com/borgmatic-collective/borgmatic/pull/54', 'https://github.com/borgmatic-collective/borgmatic/pull/55', 'https://github.com/borgmatic-collective/borgmatic/pull/56', 'https://github.com/borgmatic-collective/borgmatic/pull/57', 'https://github.com/borgmatic-collective/borgmatic/pull/58', 'https://github.com/borgmatic-collective/borgmatic/pull/59', 'https://github.com/borgmatic-collective/borgmatic/pull/60', 'https://github.com/borgmatic-collective/borgmatic/pull/61', 'https://github.com/borgmatic-collective/borgmatic/pull/62', 'https://github.com/borgmatic-collective/borgmatic/pull/63', 'https://github.com/borgmatic-collective/borgmatic/pull/65', 'https://github.com/borgmatic-collective/borgmatic/pull/66', 'https://github.com/borgmatic-collective/borgmatic/pull/67', 'https://github.com/borgmatic-collective/borgmatic/pull/68', 'https://github.com/borgmatic-collective/borgmatic/pull/71', 'https://github.com/borgmatic-collective/borgmatic/pull/73', 'https://github.com/borgmatic-collective/borgmatic/pull/74', 'https://github.com/borgmatic-collective/borgmatic/pull/75', 'https://github.com/borgbase/vorta/pull/1606', 'https://github.com/borgbase/vorta/pull/1609', 'https://github.com/borgbase/vorta/pull/1612', 'https://github.com/borgbase/vorta/pull/1613', 'https://github.com/borgbase/vorta/pull/1621', 'https://github.com/borgbase/vorta/pull/1637', 'https://github.com/borgbase/vorta/pull/1656', 'https://github.com/borgbase/vorta/pull/1658', 'https://github.com/borgbase/vorta/pull/1664', 'https://github.com/borgbase/vorta/pull/1665', 'https://github.com/borgbase/vorta/pull/1666', 'https://github.com/borgbase/vorta/pull/1723', 'https://github.com/borgbase/vorta/pull/1727', 'https://github.com/borgbase/vorta/pull/1732', 'https://github.com/borgbase/vorta/pull/1734', 'https://github.com/borgbase/vorta/pull/1742', 'https://github.com/borgbackup/borg/pull/7388']",['https://github.com/borgbase/vorta/issues/907'],"python, mysql, postgresql, mongodb, qt","databases, linux, desktop application, cli, File Backups"
42, ExtractAPI while building ,This project aims to give LLVM-clang the ability to generate ExtractAPI symbol graph files as a side-effect of a regular compilation job. This can..., Ankur Saini , Mentor  Daniel Grumberg , Organization  LLVM Compiler Infrastructure ,/archive/2023/projects/lAxUTgOM,https://gist.github.com/Arsenic-ATG/65fa1d38d2677dc29d33191f47af66d4,Yes,Yes,This project aims to give LLVM-clang the ability to generate ExtractAPI symbol graph files as a side-effect of a regular compilation job. This can enable using the symbol graph format as a lightweight alternative to do code intelligence offline and outside of an interactive context.,[],[],"llvm, c++, clang","compilers, development tools, libraries"
